"test_id","adult_males","subadult_males","adult_females","juveniles","pups"
0,3,2,15,9,6
1,2,2,12,7,5
2,2,1,9,5,4
3,1,1,4,3,2
4,2,2,12,8,5
5,5,4,27,16,11
6,1,1,3,2,1
7,2,2,10,6,4
8,2,2,10,6,4
9,2,1,9,6,4
10,5,4,24,14,10
11,3,3,16,10,6
12,5,4,23,14,9
13,3,2,13,8,5
14,3,2,14,8,5
15,9,7,44,27,18
16,4,3,22,13,9
17,2,2,11,7,4
18,2,2,11,6,4
19,3,2,14,8,6
20,12,9,59,36,24
21,2,2,10,6,4
22,22,17,109,66,44
23,0,0,1,1,0
24,11,9,54,32,21
25,4,3,20,12,8
26,2,2,12,7,5
27,15,12,75,45,30
28,3,3,16,9,6
29,3,2,15,9,6
30,3,3,16,10,7
31,14,12,72,43,29
32,7,6,36,21,14
33,1,1,7,4,3
34,3,2,14,8,6
35,2,2,10,6,4
36,7,6,37,22,15
37,6,5,30,18,12
38,14,11,72,43,29
39,3,2,16,9,6
40,6,4,28,17,11
41,1,1,5,3,2
42,2,2,11,7,4
43,1,1,4,2,1
44,4,4,22,14,9
45,8,6,39,23,16
46,5,4,24,14,10
47,1,1,7,4,3
48,18,15,91,55,36
49,25,20,124,75,50
50,21,17,106,64,42
51,8,6,40,24,16
52,3,2,16,9,6
53,5,4,26,16,11
54,24,19,120,72,48
55,12,9,58,35,23
56,10,8,52,31,21
57,0,0,2,1,1
58,9,7,44,26,17
59,5,4,26,16,11
60,2,1,9,6,4
61,3,2,14,8,6
62,9,7,46,27,18
63,16,13,82,50,33
64,13,10,64,39,26
65,2,1,9,5,4
66,1,1,4,2,2
67,11,9,57,34,23
68,0,0,2,1,1
69,3,2,14,9,6
70,2,2,10,6,4
71,1,1,6,4,2
72,3,2,16,9,6
73,4,3,20,12,8
74,4,3,18,10,7
75,14,11,71,43,28
76,9,8,47,28,19
77,4,3,18,11,7
78,0,0,2,1,1
79,9,7,43,26,17
80,17,14,85,51,34
81,2,1,8,5,3
82,2,2,10,6,4
83,0,0,0,0,0
84,1,0,3,2,1
85,4,3,19,12,8
86,17,13,84,50,34
87,8,7,42,25,17
88,8,6,38,23,15
89,4,4,22,13,9
90,11,9,56,33,22
91,3,2,16,9,6
92,13,10,63,38,25
93,5,4,27,16,11
94,15,12,77,46,31
95,19,15,96,57,38
96,11,9,54,33,22
97,0,0,0,0,0
98,3,2,15,9,6
99,4,4,22,14,9
100,3,3,17,10,7
101,2,1,8,5,3
102,2,2,10,6,4
103,5,4,25,15,10
104,2,1,8,5,3
105,7,6,37,22,15
106,15,12,75,45,30
107,18,14,89,53,36
108,5,4,23,14,9
109,9,7,47,28,19
110,2,1,9,5,4
111,0,0,2,1,1
112,17,14,87,52,35
113,1,1,4,2,1
114,3,3,16,10,7
115,17,13,83,50,33
116,2,1,8,5,3
117,8,7,42,25,17
118,8,6,38,23,15
119,2,1,8,5,3
120,3,3,16,10,7
121,6,5,32,19,13
122,4,3,21,13,8
123,4,4,22,13,9
124,1,1,6,4,2
125,3,2,13,8,5
126,2,2,12,7,5
127,13,11,66,40,26
128,15,12,75,45,30
129,4,3,18,10,7
130,7,6,36,21,14
131,1,1,3,2,1
132,6,5,29,18,12
133,19,15,95,57,38
134,5,4,25,15,10
135,12,10,60,36,24
136,2,2,12,7,5
137,1,1,4,2,1
138,4,3,19,11,8
139,12,9,59,36,24
140,1,1,4,3,2
141,2,2,11,7,4
142,0,0,2,1,1
143,5,4,25,15,10
144,3,3,16,10,7
145,4,4,22,13,9
146,1,1,4,2,1
147,7,6,34,21,14
148,10,8,50,30,20
149,8,6,39,23,16
150,22,18,110,66,44
151,3,2,15,9,6
152,1,1,7,4,3
153,2,2,10,6,4
154,4,3,20,12,8
155,1,1,6,3,2
156,8,6,39,23,16
157,1,1,4,2,2
158,1,0,3,2,1
159,1,1,7,4,3
160,2,2,12,7,5
161,2,2,10,6,4
162,18,14,89,54,36
163,40,32,200,120,80
164,5,4,24,15,10
165,1,1,5,3,2
166,10,8,49,29,20
167,3,2,13,8,5
168,4,3,20,12,8
169,6,5,30,18,12
170,5,4,26,15,10
171,3,3,16,10,6
172,12,9,58,35,23
173,3,2,14,9,6
174,2,1,8,4,3
175,17,13,83,50,33
176,19,15,95,57,38
177,2,2,11,7,4
178,5,4,27,16,11
179,27,22,136,81,54
180,6,5,28,17,11
181,4,3,20,12,8
182,3,3,16,10,6
183,8,6,40,24,16
184,3,3,16,10,6
185,10,8,51,31,20
186,18,15,92,55,37
187,2,1,8,5,3
188,7,6,35,21,14
189,5,4,25,15,10
190,4,3,20,12,8
191,3,2,14,8,6
192,6,5,28,17,11
193,1,1,4,2,2
194,8,6,39,23,16
195,2,1,9,5,4
196,0,0,1,0,0
197,0,0,2,1,1
198,3,3,17,10,7
199,4,4,22,14,9
200,3,2,16,9,6
201,17,13,84,50,33
202,3,2,14,9,6
203,1,0,3,2,1
204,18,15,91,55,36
205,3,3,16,10,7
206,20,16,100,60,40
207,1,1,7,4,3
208,0,0,1,1,0
209,2,2,10,6,4
210,1,1,7,4,3
211,4,3,20,12,8
212,6,5,29,17,12
213,3,2,15,9,6
214,6,5,30,18,12
215,2,2,10,6,4
216,1,1,6,3,2
217,4,3,18,11,7
218,17,14,85,51,34
219,5,4,26,16,10
220,3,3,16,9,6
221,8,6,40,24,16
222,2,2,12,7,5
223,4,3,18,11,7
224,8,7,42,25,17
225,2,2,12,7,5
226,5,4,26,16,11
227,1,0,3,2,1
228,8,7,42,25,17
229,1,1,4,2,1
230,20,16,98,58,39
231,3,3,17,10,7
232,0,0,2,1,1
233,1,1,7,4,3
234,9,7,44,27,18
235,16,13,78,47,31
236,7,5,33,20,13
237,2,1,8,5,3
238,5,4,27,16,11
239,3,2,14,8,5
240,19,15,96,57,38
241,5,4,26,15,10
242,1,1,4,3,2
243,2,1,9,6,4
244,1,1,4,2,2
245,9,7,45,27,18
246,8,7,42,26,17
247,9,7,43,26,17
248,1,1,6,4,2
249,6,5,30,18,12
250,3,2,16,9,6
251,6,4,28,17,11
252,5,4,26,16,10
253,11,8,53,32,21
254,2,2,11,7,4
255,6,5,31,19,12
256,2,1,8,5,3
257,2,1,8,5,3
258,6,5,30,18,12
259,16,13,81,49,32
260,4,3,19,11,8
261,0,0,2,1,1
262,3,2,13,8,5
263,1,1,6,4,3
264,3,2,16,9,6
265,5,4,26,16,10
