"test_id","adult_males","subadult_males","adult_females","juveniles","pups"
0,2,2,18,14,2
1,2,1,2,2,1
2,2,1,2,2,2
3,0,0,2,0,0
4,2,2,4,2,2
5,5,3,22,6,6
6,0,0,1,0,1
7,1,2,2,1,1
8,2,3,8,6,2
9,2,2,3,2,2
10,4,7,15,9,6
11,4,5,7,6,2
12,2,3,9,8,4
13,2,1,3,4,2
14,0,1,1,0,0
15,10,6,56,22,19
16,4,3,22,10,4
17,2,2,4,2,1
18,2,2,4,6,2
19,2,3,10,9,5
20,11,10,60,28,29
21,2,2,12,6,2
22,18,11,140,81,49
23,2,2,6,2,8
24,8,4,32,19,18
25,3,2,19,6,2
26,2,2,4,2,2
27,12,10,80,42,36
28,3,3,12,10,2
29,2,1,3,1,1
30,3,2,16,8,6
31,13,8,79,30,52
32,5,7,22,8,9
33,1,0,8,3,2
34,2,4,8,5,2
35,2,1,2,2,1
36,8,8,60,31,12
37,7,12,28,15,6
38,12,12,74,28,40
39,3,2,10,9,4
40,5,7,14,12,8
41,1,0,1,1,1
42,0,0,1,1,0
43,2,2,5,2,6
44,4,3,10,4,4
45,4,4,18,20,6
46,4,7,24,13,9
47,1,2,2,2,1
48,18,14,102,34,75
49,23,12,167,61,104
50,20,11,153,116,85
51,6,6,47,24,14
52,2,3,12,6,2
53,6,6,18,8,8
54,24,16,135,88,82
55,10,8,60,18,32
56,10,8,58,32,16
57,1,0,1,0,0
58,4,8,20,8,8
59,6,8,22,6,9
60,0,0,2,0,2
61,2,2,4,2,3
62,9,6,56,28,25
63,16,12,102,40,31
64,10,10,78,46,24
65,1,1,2,1,1
66,2,4,5,6,6
67,9,10,33,10,18
68,0,2,3,1,0
69,2,2,6,8,2
70,1,0,2,2,1
71,1,2,4,4,2
72,2,2,12,12,4
73,2,0,2,3,2
74,4,2,10,12,4
75,16,8,88,26,49
76,8,8,45,26,15
77,3,4,20,12,4
78,1,1,2,0,0
79,4,2,20,13,8
80,18,10,100,34,44
81,0,0,1,1,2
82,0,2,0,2,0
83,1,3,14,2,14
84,1,1,4,2,6
85,3,2,19,21,4
86,17,12,100,32,54
87,7,7,40,26,12
88,8,7,54,22,14
89,4,2,22,8,7
90,10,4,52,18,29
91,4,4,14,11,3
92,10,7,62,26,25
93,2,1,10,4,6
94,12,8,88,42,30
95,16,12,89,34,46
96,10,6,52,22,30
97,2,2,4,4,7
98,2,4,15,8,4
99,2,2,6,6,3
100,4,6,14,9,6
101,1,1,2,2,2
102,1,2,6,6,2
103,5,4,24,12,12
104,2,4,2,2,2
105,7,7,48,36,8
106,18,12,75,38,45
107,18,12,98,33,46
108,3,3,17,7,4
109,10,7,43,20,26
110,3,4,6,3,4
111,1,2,3,2,6
112,19,14,121,40,78
113,0,1,2,1,0
114,3,2,6,2,4
115,18,11,108,41,35
116,0,0,1,1,1
117,2,3,8,3,2
118,7,4,34,10,20
119,2,2,2,2,2
120,2,3,9,7,4
121,4,5,22,20,6
122,4,6,11,4,4
123,3,4,20,24,6
124,1,3,6,4,1
125,0,0,1,2,0
126,2,1,2,2,1
127,11,10,89,59,22
128,11,7,73,34,30
129,4,2,19,18,4
130,6,4,34,16,12
131,0,0,0,1,0
132,5,6,26,14,14
133,18,6,106,44,63
134,1,2,6,5,2
135,10,10,56,22,24
136,2,1,7,8,2
137,1,0,2,3,0
138,3,3,4,3,2
139,11,6,60,24,38
140,2,2,2,2,1
141,2,4,6,5,2
142,0,1,0,1,0
143,4,4,18,14,6
144,4,2,16,8,4
145,4,5,20,15,7
146,0,1,1,1,2
147,8,6,36,15,14
148,13,10,59,14,26
149,6,4,41,18,13
150,22,14,118,45,60
151,2,1,3,2,2
152,0,0,1,0,1
153,3,2,4,2,4
154,4,3,14,10,5
155,1,2,2,4,1
156,6,11,32,12,10
157,0,0,6,2,0
158,1,2,0,0,0
159,1,2,4,6,2
160,3,3,10,9,2
161,2,0,4,4,1
162,18,12,102,40,55
163,36,21,278,90,124
164,3,3,20,13,4
165,2,2,4,7,0
166,10,6,42,16,22
167,3,3,12,8,3
168,2,2,2,2,2
169,6,8,36,18,11
170,4,8,26,16,8
171,4,2,8,5,4
172,9,6,66,36,18
173,2,4,6,8,2
174,2,2,2,2,1
175,16,10,96,46,47
176,18,13,92,30,66
177,2,2,10,14,4
178,2,2,9,10,3
179,20,12,191,67,86
180,2,2,4,4,2
181,3,2,22,19,4
182,2,2,10,8,2
183,3,4,9,6,4
184,1,2,4,2,2
185,10,6,49,16,22
186,20,12,108,32,68
187,0,1,0,0,0
