"test_id","adult_males","subadult_males","adult_females","juveniles","pups"
0,2,2,16,16,2
1,2,2,2,2,1
2,1,2,2,2,1
3,0,0,2,0,0
4,2,2,3,2,1
5,4,4,20,9,4
6,0,0,4,0,0
7,1,0,2,1,0
8,2,4,8,5,2
9,1,2,3,2,2
10,4,4,18,10,6
11,4,4,8,5,2
12,2,2,11,8,4
13,1,2,3,2,2
14,1,0,2,0,0
15,11,7,57,24,16
16,4,4,22,12,4
17,1,2,3,2,2
18,1,2,4,4,2
19,2,2,10,7,3
20,10,9,68,30,32
21,2,2,10,8,2
22,18,11,139,66,66
23,2,0,2,0,4
24,8,4,40,18,20
25,3,2,21,10,3
26,2,2,4,2,2
27,12,9,87,46,48
28,3,3,15,12,2
29,2,1,2,2,0
30,3,2,17,10,4
31,12,6,86,42,44
32,5,4,20,12,8
33,0,0,4,2,2
34,2,4,6,7,2
35,2,2,2,2,2
36,8,8,56,30,16
37,6,11,26,8,8
38,12,14,80,35,42
39,3,3,10,8,4
40,4,4,16,12,6
41,0,0,1,2,0
42,1,0,1,1,0
43,1,0,4,0,4
44,3,3,10,4,4
45,4,4,17,20,5
46,4,6,22,16,8
47,1,2,2,2,1
48,19,10,114,28,84
49,21,12,152,64,84
50,19,11,128,84,85
51,6,6,44,25,14
52,2,3,11,6,2
53,4,4,21,15,9
54,23,20,114,88,94
55,10,6,62,22,28
56,9,6,54,36,19
57,0,0,2,0,1
58,4,8,20,14,7
59,6,6,20,8,10
60,0,0,2,0,1
61,2,2,6,4,3
62,10,6,63,28,24
63,15,12,100,36,32
64,11,10,88,94,26
65,1,1,2,1,1
66,1,3,2,0,2
67,8,5,38,12,19
68,0,1,1,1,1
69,2,2,6,6,2
70,1,0,2,0,1
71,1,1,4,6,0
72,2,2,14,13,3
73,1,1,2,2,2
74,4,2,10,6,4
75,14,7,81,28,52
76,8,9,49,29,12
77,3,3,18,9,4
78,0,0,1,0,0
79,4,4,20,15,6
80,18,10,104,33,41
81,0,0,2,0,0
82,0,0,0,1,0
83,1,1,8,0,10
84,1,0,2,0,4
85,4,2,20,23,4
86,16,11,104,31,48
87,8,6,44,20,13
88,10,10,56,22,16
89,4,2,19,10,6
90,9,5,58,21,30
91,4,3,12,8,4
92,10,7,66,26,25
93,2,2,8,4,2
94,12,8,84,38,32
95,16,12,104,38,44
96,10,8,51,28,25
97,1,2,3,2,3
98,3,3,13,6,6
99,2,2,6,6,3
100,4,4,16,8,6
101,1,0,2,2,2
102,2,2,6,5,2
103,6,3,26,12,10
104,2,4,2,2,2
105,6,9,46,28,8
106,18,18,89,32,54
107,19,12,107,36,48
108,4,2,17,10,4
109,10,8,44,26,26
110,3,2,6,2,2
111,0,1,2,0,2
112,18,13,150,48,82
113,0,1,2,2,0
114,3,2,6,2,3
115,18,11,103,49,36
116,0,0,1,1,0
117,2,2,6,3,2
118,7,4,38,12,20
119,2,2,2,2,2
120,2,3,9,6,2
121,4,5,22,18,8
122,4,5,12,4,4
123,3,4,21,25,6
124,2,3,6,2,1
125,0,0,1,2,1
126,1,2,2,2,1
127,8,10,58,71,25
128,12,8,87,38,34
129,3,2,16,14,4
130,6,4,33,17,13
131,0,0,1,0,0
132,5,5,30,12,12
133,18,8,96,50,53
134,1,2,5,2,2
135,11,12,60,26,24
136,2,0,9,9,3
137,1,0,2,1,0
138,3,2,5,3,2
139,10,6,68,28,36
140,2,2,3,2,1
141,2,4,6,5,2
142,0,0,0,0,0
143,4,3,20,13,6
144,4,2,16,16,4
145,4,3,24,16,6
146,0,1,1,2,2
147,8,6,41,17,16
148,10,10,56,19,30
149,6,4,42,20,14
150,22,12,123,76,78
151,2,2,3,3,1
152,0,0,1,0,0
153,4,2,2,2,1
154,4,3,16,10,6
155,1,2,2,2,0
156,6,8,32,18,9
157,0,0,4,2,0
158,0,1,0,0,0
159,2,1,6,4,2
160,3,2,10,8,2
161,2,2,4,2,1
162,18,12,102,32,62
163,39,19,347,76,212
164,2,3,17,14,5
165,2,2,4,4,0
166,10,6,44,12,27
167,3,2,12,6,3
168,2,2,2,2,2
169,7,6,37,16,10
170,4,6,25,16,6
171,4,2,9,5,4
172,8,6,62,66,20
173,3,2,6,5,2
174,2,2,2,2,2
175,16,8,96,40,52
176,18,14,89,38,56
177,2,2,10,9,2
178,2,2,8,8,3
179,22,10,182,68,88
180,2,2,5,2,2
181,4,4,20,28,4
182,2,2,9,8,2
183,4,4,10,4,4
184,0,2,3,4,2
185,10,8,46,22,20
186,20,14,121,34,70
187,0,0,1,0,0
188,6,4,29,16,12
189,4,1,18,12,4
190,4,4,18,7,6
191,4,3,8,4,4
192,4,4,20,22,6
193,1,2,1,2,0
194,8,7,48,30,14
195,0,0,2,0,0
196,1,1,3,0,3
197,2,2,4,2,4
198,3,6,10,7,3
199,5,8,18,8,8
200,2,3,7,8,3
201,18,8,100,67,36
202,1,2,2,2,0
203,0,1,1,2,0
204,20,12,104,33,56
205,3,1,16,16,4
206,8,6,42,23,21
207,2,2,3,2,1
208,0,2,0,3,0
