"test_id","adult_males","subadult_males","adult_females","juveniles","pups"
0,2,2,18,18,2
1,1,1,2,2,1
2,1,1,2,2,1
3,0,0,2,0,1
4,1,1,4,2,2
5,4,4,18,8,7
6,0,0,2,0,1
7,1,2,2,1,0
8,2,3,8,7,2
9,2,2,3,2,1
10,4,8,15,10,5
11,4,6,6,4,2
12,2,4,10,7,3
13,1,1,3,3,1
14,0,0,2,0,0
15,8,6,46,25,16
16,3,2,18,14,4
17,1,2,3,2,2
18,2,2,4,2,2
19,2,3,10,9,4
20,11,8,54,19,26
21,2,2,10,8,2
22,16,11,126,97,41
23,2,2,4,1,5
24,10,4,36,16,18
25,3,2,18,10,3
26,2,2,4,2,2
27,12,11,70,30,48
28,2,2,14,16,2
29,2,2,2,2,2
30,6,2,15,8,4
31,12,6,74,44,31
32,5,6,18,12,6
33,1,2,3,2,2
34,2,4,6,5,2
35,2,1,2,2,2
36,8,6,48,34,10
37,7,12,28,14,12
38,14,10,64,44,23
39,2,2,12,18,2
40,4,2,16,16,8
41,0,0,1,1,0
42,0,0,1,2,0
43,2,2,4,0,5
44,3,3,10,4,4
45,4,3,22,26,4
46,4,2,23,18,8
47,1,2,2,3,1
48,18,12,100,34,52
49,22,16,140,51,82
50,20,12,122,60,74
51,6,4,36,24,10
52,2,2,12,5,2
53,6,8,18,10,6
54,22,18,120,56,61
55,10,6,54,16,26
56,8,5,70,40,13
57,1,0,2,0,1
58,4,6,18,14,6
59,6,4,19,10,8
60,0,0,1,0,1
61,1,2,5,3,2
62,10,6,50,22,16
63,14,11,98,45,28
64,11,9,76,42,18
65,2,0,2,1,0
66,2,4,3,2,5
67,8,6,28,18,14
68,1,1,2,2,1
69,2,2,6,5,2
70,0,0,2,1,1
71,1,2,4,1,1
72,2,2,14,14,3
73,2,1,2,3,2
74,4,2,10,6,4
75,14,8,70,28,40
76,8,6,47,34,14
77,3,2,18,10,3
78,1,0,2,0,0
79,4,4,18,10,8
80,17,10,100,39,33
81,0,0,4,2,2
82,0,1,0,0,0
83,2,4,8,0,9
84,1,1,3,1,4
85,3,2,22,29,4
86,14,8,94,38,42
87,6,4,38,28,10
88,8,6,46,22,12
89,4,2,18,13,6
90,10,11,46,18,23
91,4,3,14,6,4
92,10,6,50,30,24
93,2,0,7,2,4
94,12,7,75,38,28
95,16,10,82,39,44
96,10,9,44,20,24
97,2,2,3,2,4
98,2,4,10,12,3
99,2,2,6,6,2
100,4,4,14,8,7
101,1,2,2,1,1
